ISIN,Ticker Symbol,Shares,Exchange rate,Result,Total amount,Withholding tax,Currency (Withholding tax),Charge amount (GBP),Stamp duty (GBP),Stamp duty reserve tax (GBP),Transaction fee (GBP),Notes,Order ID,French transaction tax,Execution_Price,Trading day,Trading time,Type,Price,Sector,Industry,Name
GB00B1KJJ408,WTB,2,100,,44.24,,,,,0.22,,,EOF283392902,,2201,26/06/2020,10:09:00,Buy,22.01,Consumer Cyclical,Restaurants,Royal Dutch Shell
GB00B15FWH70,CINE,70,100,,46.86,,,,,0.23,,,EOF283406362,,66.62,26/06/2020,10:19:00,Buy,0.6662,Communication Services,Entertainment,Square
GB00BG11K365,RDW,10,100,,47.17,,,,,0.23,,,EOF283458667,,469.4,26/06/2020,10:55:00,Buy,4.694,Consumer Cyclical,Residential Construction,Keywords Studios
GB0032089863,NXT,1,100,,48.82,,,,,0.24,,,EOF283486915,,4858,26/06/2020,11:15:00,Buy,48.58,Consumer Cyclical,Apparel Retail,Whitbread
GB00BZBX0P70,GYM,30,100,,48.48,,,,,0.24,,,EOF283541479,,160.8,26/06/2020,11:50:00,Buy,1.608,Consumer Cyclical,Leisure,Cineworld Group
US30303M1027,FB,0.2,1.23551,,36.47,,,,,,,,EOF284054295,,225.31,26/06/2020,14:09:00,Buy,182.3619396,Communication Services,Internet Content & Information,Redrow
US90353T1007,UBER,2,1.23521,,47.88,,,,,,,,EOF284146494,,29.57,26/06/2020,14:24:00,Buy,23.9392492,Technology,Software—Application,Next
US0311621009,AMGN,0.028,1.23314,0.28,5.31,,,,,,,,EOF284482497,,233.88,26/06/2020,15:38:00,Sell,189.6621633,Healthcare,Drug Manufacturers—General,Gym Group
US0530151036,ADP,0.2,1.23319,0.13,23.62,,,,,,,,EOF284484748,,145.64,26/06/2020,15:39:00,Sell,118.1002116,Industrials,Staffing & Employment Services,Facebook
US2473617023,DAL,2,1.23323,2.91,43.54,,,,,,,,EOF284485457,,26.85,26/06/2020,15:39:00,Sell,21.77209442,Industrials,Airlines,Uber Technologies
US5658491064,MRO,5,1.23379,6.13,23.06,,,,,,,,EOF284642725,,5.69,26/06/2020,16:36:00,Sell,4.611805899,Energy,Oil & Gas E&P,Amgen
US4523271090,ILMN,1,1.23357,10.59,291.96,,,,,,0.01,,EOF284645034,,360.17,26/06/2020,16:37:00,Sell,291.9737023,Healthcare,Diagnostics & Research,Automatic Data Processing
US46131B1008,IVR,24,1.23381,10.53,72.46,,,,,,,,EOF284648794,,3.73,26/06/2020,16:39:00,Sell,3.023155915,Real Estate,REIT—Mortgage,Delta Air Lines
US5246601075,LEG,1,1.23372,3.69,26.5,,,,,,,,EOF284652559,,32.69,26/06/2020,16:40:00,Sell,26.49709821,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Marathon Oil
GB00B03MM408,RDSB,4,100,0.72,50.78,,,,,,,,EOF286218727,,1269.6,29/06/2020,12:24:00,Sell,12.696,Energy,Oil & Gas Integrated,Illumina
US83088V1026,WORK,6,1.23028,9.39,156.06,,,,,,,,EOF286503262,,32,29/06/2020,13:33:00,Sell,26.01033911,Technology,Software—Application,Invesco Mortgage Capital
US0028241000,ABT,0.699277,1.23022,0.71,50.71,,,,,,,,EOF286514995,,89.21,29/06/2020,13:34:00,Sell,72.51548504,Healthcare,Medical Devices,Leggett & Platt
US30303M1027,FB,0.2930966,1.23007,,50,,,,,,,,EOF286564083,,209.84,29/06/2020,13:38:00,Buy,170.5919175,Communication Services,Internet Content & Information,iShares Core FTSE 100
US30303M1027,FB,0.2215002,1.23802,,40,,,,,,,,EOF290295967,,223.57,30/06/2020,17:20:00,Buy,180.5867433,Communication Services,Internet Content & Information,Royal Dutch Shell
GB0006731235,ABF,9.6083741,100,8.14,198.99,,,,,,,,EOF293626665,,2071,07/02/2020,11:24:00,Sell,20.71,Consumer Defensive,Packaged Foods,Slack
US7427181091,PG,1,1.25175,4.08,97.45,,,,,,,,EOF297547613,,121.98,07/06/2020,13:35:00,Sell,97.4475734,Consumer Defensive,Household & Personal Products,Abbott Laboratories
US2473617023,DAL,2,1.25187,,45.24,,,,,,,,EOF297721970,,28.32,07/06/2020,13:46:00,Buy,22.62215725,Industrials,Airlines,Facebook
US88160R1014,TSLA,0.04706204,1.24997,,50,,,,,,,,EOF298860286,,1328,07/06/2020,17:48:00,Buy,1062.425498,Consumer Cyclical,Auto Manufacturers,Facebook
US25746U1097,D,0.831277,1.24941,,50,,,,,,,,EOF298897017,,75.15,07/06/2020,18:03:00,Buy,60.14839004,Utilities,Utilities—Regulated Electric,Invesco Mortgage Capital
US25746U1097,D,0.83213,1.24903,,50,,,,,,,,EOF298908623,,75.05,07/06/2020,18:07:00,Buy,60.08662722,Utilities,Utilities—Regulated Electric,LTC Properties
US46131B1008,IVR,19,1.25649,,48.24,,,,,,,,EOF300639404,,3.19,07/07/2020,14:11:00,Buy,2.538818455,Real Estate,REIT—Mortgage,Automatic Data Processing
GB0004915632,KIE,132,100,,99.63,,,,,0.5,,,EOF300734765,,75.1,07/07/2020,14:25:00,Buy,0.751,Industrials,Engineering & Construction,Associated British Foods
US25746U1097,D,0.8591,1.25635,,50,,,,,,,,EOF300824481,,73.12,07/07/2020,14:41:00,Buy,58.20034226,Utilities,Utilities—Regulated Electric,Invesco Mortgage Capital
JE00BG6L7297,BOO,21,100,,48.76,,,,,,,,EOF302477157,,232.2,07/08/2020,11:22:00,Buy,2.322,Consumer Cyclical,Internet Retail,Procter & Gamble
JE00BG6L7297,BOO,56,100,,148.29,,,,,,,,EOF304427533,,264.8,07/09/2020,07:17:00,Buy,2.648,Consumer Cyclical,Internet Retail,Delta Air Lines
JE00BG6L7297,BOO,77,100,22.4,219.45,,,,,,,,EOF307024626,,285,07/10/2020,09:21:00,Sell,2.85,Consumer Cyclical,Internet Retail,Tesla
US8522341036,SQ,0.5007315,1.26485,,50,,,,,,,,EOF308121281,,126.3,07/10/2020,15:38:00,Buy,99.8537376,Technology,Software—Infrastructure,Dominion Energy
JE00BG6L7297,BOO,20,100,,49.14,,,,,,,,EOF309168370,,245.7,13/07/2020,07:08:00,Buy,2.457,Consumer Cyclical,Internet Retail,Dominion Energy
US88160R1014,TSLA,0.07274466,1.26204,,100,,,,,,,,EOF310099844,,1734.89,13/07/2020,13:40:00,Buy,1374.671167,Consumer Cyclical,Auto Manufacturers,Invesco Mortgage Capital
JE00BG6L7297,BOO,23,100,,51.04,,,,,,,,EOF312433549,,221.9,14/07/2020,07:13:00,Buy,2.219,Consumer Cyclical,Internet Retail,Kier Group
GB0030927254,ASC,3,100,,100.98,,,,,,,,EOF312618591,,3366,14/07/2020,09:03:00,Buy,33.66,Consumer Cyclical,Internet Retail,Dominion Energy
GB0030927254,ASC,3,100,,101.01,,,,,,,,EOF312627896,,3367,14/07/2020,09:10:00,Buy,33.67,Consumer Cyclical,Internet Retail,boohoo
JE00BG6L7297,BOO,22,100,,48.07,,,,,,,,EOF312629592,,218.5,14/07/2020,09:11:00,Buy,2.185,Consumer Cyclical,Internet Retail,boohoo
GB00BYQ0HV16,PRSM,4.34404865,100,,50,,,,,,,,EOF312742919,,1151,14/07/2020,10:45:00,Buy,11.51,Technology,Software—Infrastructure,boohoo
US92826C8394,V,0.3310446,1.24857,,50,,,,,,,,EOF313080204,,188.58,14/07/2020,13:32:00,Buy,151.0367861,Financial Services,Credit Services,Square
US88160R1014,TSLA,0.04134525,1.25358,,50,,,,,,,,EOF313627093,,1516,14/07/2020,14:32:00,Buy,1209.33646,Consumer Cyclical,Auto Manufacturers,boohoo
GB0030927254,ASC,6,100,8.01,210,,,,,,,,EOF314670086,,3500,15/07/2020,07:01:00,Sell,35,Consumer Cyclical,Internet Retail,Tesla
GB00BYQ0HV16,PRSM,4,100,0.36,46.4,,,,,,,,EOF314780704,,1160,15/07/2020,07:59:00,Sell,11.6,Technology,Software—Infrastructure,boohoo
GB00BYQ0HV16,PRSM,0.34404865,100,0.03,3.99,,,,,,,,EOF314787087,,1160,15/07/2020,08:03:00,Sell,11.6,Technology,Software—Infrastructure,ASOS
GB0030927254,ASC,2,100,,65.1,,,,,,,,EOF314969526,,3255,15/07/2020,10:24:00,Buy,32.55,Consumer Cyclical,Internet Retail,ASOS
GB0030927254,ASC,2,100,2.66,67.76,,,,,,,,EOF315063501,,3388,15/07/2020,11:21:00,Sell,33.88,Consumer Cyclical,Internet Retail,boohoo
GB00BJTNFH41,AO,37,100,,50.13,,,,,0.25,,,EOF315067583,,134.8,15/07/2020,11:23:00,Buy,1.348,Consumer Cyclical,Internet Retail,Blue Prism
GB00BJTNFH41,AO,37,100,2.07,51.95,,,,,,,,EOF315214904,,140.4,15/07/2020,13:07:00,Sell,1.404,Consumer Cyclical,Internet Retail,Visa
US88160R1014,TSLA,0.04194028,1.25966,,50,,,,,,,,EOF315702042,,1501.74,15/07/2020,14:18:00,Buy,1192.178842,Consumer Cyclical,Auto Manufacturers,Tesla
GB00BYQ0HV16,PRSM,5,100,,57,,,,,,,,EOF317421222,,1140,16/07/2020,12:55:00,Buy,11.4,Technology,Software—Infrastructure,ASOS
GB00BYQ0HV16,PRSM,5,100,,55.9,,,,,,,,EOF317456913,,1118,16/07/2020,13:26:00,Buy,11.18,Technology,Software—Infrastructure,Blue Prism
US08862E1091,BYND,0.5,1.25862,,50.37,,,,,,,,EOF317807383,,126.79,16/07/2020,14:02:00,Buy,100.7373155,Consumer Defensive,Packaged Foods,Blue Prism
GB00BYQ0HV16,PRSM,5,100,,55.5,,,,,,,,EOF318096059,,1110,16/07/2020,14:54:00,Buy,11.1,Technology,Software—Infrastructure,ASOS
JE00BG6L7297,BOO,20,100,,46.8,,,,,,,,EOF318162187,,234,16/07/2020,15:09:00,Buy,2.34,Consumer Cyclical,Internet Retail,ASOS
GB00BN7CG237,AML,88.841505,100,,50,,,,,0.25,,,EOF319237688,,56,17/07/2020,08:47:00,Buy,0.56,Consumer Cyclical,Auto Manufacturers,AO World
GB00BYQ0HV16,PRSM,5,100,,55,,,,,,,,EOF319412725,,1100,17/07/2020,11:02:00,Buy,11,Technology,Software—Infrastructure,AO World
JE00BG6L7297,BOO,20,100,,44.36,,,,,,,,EOF319512428,,221.8,17/07/2020,12:26:00,Buy,2.218,Consumer Cyclical,Internet Retail,Tesla
US64110L1061,NFLX,0.1256742,1.25309,,50,,,,,,,,EOF319695346,,498.55,17/07/2020,13:33:00,Buy,397.8564987,Communication Services,Entertainment,iShares STOXX Europe Select Dividend 30
US8522341036,SQ,0.5158904,1.25309,,50,,,,,,,,EOF319701591,,121.45,17/07/2020,13:34:00,Buy,96.92041274,Technology,Software—Infrastructure,Blue Prism
GB00BYQ0HV16,PRSM,4,100,,44.12,,,,,,,,EOF321448798,,1103,20/07/2020,08:29:00,Buy,11.03,Technology,Software—Infrastructure,Blue Prism
GB00BYQ0HV16,PRSM,24,100,1.28,268.8,,,,,,,,EOF321582173,,1120,20/07/2020,09:49:00,Sell,11.2,Technology,Software—Infrastructure,Beyond Meat
JE00BG6L7297,BOO,40,100,4.8,96,,,,,,,,EOF321722886,,240,20/07/2020,11:37:00,Sell,2.4,Consumer Cyclical,Internet Retail,Blue Prism
US88160R1014,TSLA,0.08429902,1.26242,,100,,,,,,,,EOF322385563,,1497.55,20/07/2020,14:03:00,Buy,1186.253386,Consumer Cyclical,Auto Manufacturers,boohoo
US88160R1014,TSLA,0.07963613,1.26501,12.23,100,,,,,,,,EOF323313593,,1588.5,20/07/2020,17:22:00,Sell,1255.721299,Consumer Cyclical,Auto Manufacturers,Aston Martin
JE00BG6L7297,BOO,19,100,,49.86,,,,,,,,EOF324253112,,262.4,21/07/2020,08:26:00,Buy,2.624,Consumer Cyclical,Internet Retail,Leggett & Platt
GB00BYQ0HV16,PRSM,9,100,,99.36,,,,,,,,EOF324294433,,1104,21/07/2020,08:48:00,Buy,11.04,Technology,Software—Infrastructure,Blue Prism
GB00BYQ0HV16,PRSM,1,100,0.15,11.19,,,,,,,,EOF324509476,,1119,21/07/2020,11:02:00,Sell,11.19,Technology,Software—Infrastructure,Realty Income
GB00BYQ0HV16,PRSM,8,100,1.2,89.52,,,,,,,,EOF324509477,,1119,21/07/2020,11:02:00,Sell,11.19,Technology,Software—Infrastructure,boohoo
JE00BG6L7297,BOO,25,100,,66.15,,,,,,,,EOF325215485,,264.6,21/07/2020,13:58:00,Buy,2.646,Consumer Cyclical,Internet Retail,Netflix
US08862E1091,BYND,0.5,1.2712,,51.99,,,,,,,,EOF325227122,,132.19,21/07/2020,13:59:00,Buy,103.9883575,Consumer Defensive,Packaged Foods,Square
US62914V1061,NIO,3,1.27136,,31.03,,,,,,,,EOF325252388,,13.15,21/07/2020,14:01:00,Buy,10.34325447,Consumer Cyclical,Auto Manufacturers,Blue Prism
GB00BYQ0HV16,PRSM,20,100,,221.8,,,,,,,,EOF327109594,,1109,22/07/2020,09:45:00,Buy,11.09,Technology,Software—Infrastructure,Blue Prism
GB00BYQ0HV16,PRSM,20,100,,220.4,,,,,,,,EOF327172732,,1102,22/07/2020,10:23:00,Buy,11.02,Technology,Software—Infrastructure,boohoo
GB00BYQ0HV16,PRSM,40,100,5.8,448,,,,,,,,EOF327293593,,1120,22/07/2020,11:44:00,Sell,11.2,Technology,Software—Infrastructure,Tesla
GB0032089863,NXT,2.9557644,100,2.32,151.22,,,,,,,,EOF329001820,,5116,23/07/2020,07:02:00,Sell,51.16,Consumer Cyclical,Apparel Retail,Tesla
JE00BG6L7297,BOO,30,100,3.39,76.11,,,,,,,,EOF329116460,,253.7,23/07/2020,08:02:00,Sell,2.537,Consumer Cyclical,Internet Retail,boohoo
US88160R1014,TSLA,0.05,1.26946,8.56,63.67,,,,,,,,EOF329808223,,1616.55,23/07/2020,13:44:00,Sell,1273.415468,Consumer Cyclical,Auto Manufacturers,Blue Prism
US64110L1061,NFLX,0.1309029,1.27107,,50,,,,,,,,EOF329988000,,485.5,23/07/2020,14:12:00,Buy,381.9616544,Communication Services,Entertainment,Blue Prism
US88160R1014,TSLA,0.04080259,1.27522,,50,,,,,,,,EOF330490979,,1562.68,23/07/2020,16:32:00,Buy,1225.419928,Consumer Cyclical,Auto Manufacturers,Blue Prism
US88160R1014,TSLA,0.04240717,1.27342,,50,,,,,,,,EOF330802081,,1501.43,23/07/2020,18:07:00,Buy,1179.053258,Consumer Cyclical,Auto Manufacturers,boohoo
US83088V1026,WORK,1,1.27364,,23.78,,,,,,,,EOF330888985,,30.29,23/07/2020,18:23:00,Buy,23.78223046,Technology,Software—Application,Beyond Meat
GB0032360173,HGM,20,100,4.44,52.12,,,,,,,,EOF331259117,,260.6,24/07/2020,07:00:00,Sell,2.606,Uncategorised,Uncategorised,NIO Inc
GB00BYQ0HV16,PRSM,27,100,,298.62,,,,,,,,EOF331530021,,1106,24/07/2020,08:31:00,Buy,11.06,Technology,Software—Infrastructure,Blue Prism
GB00BYQ0HV16,PRSM,27,100,3.24,301.86,,,,,,,,EOF331753711,,1118,24/07/2020,10:49:00,Sell,11.18,Technology,Software—Infrastructure,Blue Prism
US88160R1014,TSLA,0.1,1.27594,,107.19,,,,,,,,EOF332253960,,1367.67,24/07/2020,13:50:00,Buy,1071.892095,Consumer Cyclical,Auto Manufacturers,Blue Prism
US08862E1091,BYND,1,1.27646,,95.04,,,,,,,,EOF332258680,,121.32,24/07/2020,13:51:00,Buy,95.04410636,Consumer Defensive,Packaged Foods,Next
US08862E1091,BYND,0.5,1.27869,,48.98,,,,,,,,EOF332720890,,125.25,24/07/2020,15:00:00,Buy,97.95181006,Consumer Defensive,Packaged Foods,boohoo
GB00BYQ0HV16,PRSM,30,100,,332.1,,,,,,,,EOF333794028,,1107,27/07/2020,07:21:00,Buy,11.07,Technology,Software—Infrastructure,Tesla
JE00BG6L7297,BOO,79,100,5.21,196.71,,,,,,,,EOF333918077,,249,27/07/2020,07:57:00,Sell,2.49,Consumer Cyclical,Internet Retail,Netflix
GB00BYQ0HV16,PRSM,9,100,,99.09,,,,,,,,EOF333981281,,1101,27/07/2020,08:21:00,Buy,11.01,Technology,Software—Infrastructure,Tesla
GB00BYQ0HV16,PRSM,5,100,,55.05,,,,,,,,EOF334049887,,1101,27/07/2020,08:54:00,Buy,11.01,Technology,Software—Infrastructure,Tesla
GB00BYQ0HV16,PRSM,44,100,5.24,491.48,,,,,,,,EOF334264464,,1117,27/07/2020,11:02:00,Sell,11.17,Technology,Software—Infrastructure,Slack
JE00BG6L7297,BOO,19,100,,49.02,,,,,,,,EOF336291697,,258,28/07/2020,07:11:00,Buy,2.58,Consumer Cyclical,Internet Retail,Highland Gold Mining
GB00BYQ0HV16,PRSM,3,100,,34.74,,,,,,,,EOF336461710,,1158,28/07/2020,08:24:00,Buy,11.58,Technology,Software—Infrastructure,Blue Prism
GB00BYQ0HV16,PRSM,3,100,-0.51,34.23,,,,,,,,EOF336558374,,1141,28/07/2020,09:17:00,Sell,11.41,Technology,Software—Infrastructure,Blue Prism
US08862E1091,BYND,0.5010819,1.29118,,50,,,,,,,,EOF337178867,,128.84,28/07/2020,13:48:00,Buy,99.78469307,Consumer Defensive,Packaged Foods,Tesla
JE00BG6L7297,BOO,19,100,,51.36,,,,,,,,EOF338840120,,270.3,29/07/2020,11:10:00,Buy,2.703,Consumer Cyclical,Internet Retail,Beyond Meat
US88160R1014,TSLA,0.2,1.30381,6.69,229.63,,,,,,,,EOF355109083,,1497.01,08/04/2020,14:29:00,Sell,1148.1811,Consumer Cyclical,Auto Manufacturers,Beyond Meat
US88160R1014,TSLA,0.1,1.30433,,114.19,,,,,,,,EOF355173484,,1489.39,08/04/2020,14:41:00,Buy,1141.881272,Consumer Cyclical,Auto Manufacturers,Blue Prism
NL0000235190,AIR,1,1.10944,,59.12,,,,,,,,EOF355276189,,65.59,08/04/2020,15:03:00,Buy,59.11991635,Industrials,Aerospace & Defense,boohoo
US88160R1014,TSLA,0.05,1.3062,,56.38,,,,,,,,EOF355407575,,1472.76,08/04/2020,15:32:00,Buy,1127.514929,Consumer Cyclical,Auto Manufacturers,Blue Prism
GB00BYX91H57,JD.,15,100,,94.97,,,,0.47,,,,EOF356439877,,630,08/05/2020,07:32:00,Buy,6.3,Consumer Cyclical,Specialty Retail,Blue Prism
GB00B63QSB39,GRG,7,100,,90.12,,,,,0.45,,,EOF356601139,,1281,08/05/2020,08:44:00,Buy,12.81,Consumer Defensive,Grocery Stores,Blue Prism
JE00BG6L7297,BOO,18,100,,49.39,,,,,,,,EOF356944690,,274.4,08/05/2020,11:52:00,Buy,2.744,Consumer Cyclical,Internet Retail,boohoo
GB00BYX91H57,JD.,6,100,1.2,39,,,,,,,,EOF357928531,,650,08/05/2020,15:35:00,Sell,6.5,Consumer Cyclical,Specialty Retail,Blue Prism
GB00BYX91H57,JD.,9,100,1.8,58.5,,,,,,,,EOF359601547,,650,08/06/2020,13:26:00,Sell,6.5,Consumer Cyclical,Specialty Retail,Blue Prism
US8522341036,SQ,1,1.31663,15.57,113.93,,,,,,,,EOF359666318,,150,08/06/2020,13:31:00,Sell,113.9272233,Technology,Software—Infrastructure,Beyond Meat
GB00B63QSB39,GRG,4,100,,55.28,,,,,0.28,,,EOF361917905,,1375,08/07/2020,10:33:00,Buy,13.75,Consumer Defensive,Grocery Stores,boohoo
JE00B5TT1872,CEY,45,100,,101.25,,,,,,,,EOF362086409,,225,08/07/2020,12:12:00,Buy,2.25,Basic Materials,Gold,LTC Properties
GB00BN7CG237,AML,245,100,8.91,163.17,,,,,,,,EOF362393832,,66.6,08/07/2020,13:35:00,Sell,0.666,Consumer Cyclical,Auto Manufacturers,Tesla
US31188V1008,FSLY,1,1.30532,,59.37,,,,,,,,EOF363582447,,77.5,08/07/2020,18:12:00,Buy,59.37241443,Technology,Software—Application,Tesla
JE00B5TT1872,CEY,45,100,-1.8,99.45,,,,,,,,EOF365372414,,221,08/10/2020,14:41:00,Sell,2.21,Basic Materials,Gold,Airbus
GB00B15FWH70,CINE,107,100,,49.6,,,,,0.25,,,EOF366679117,,46.12,08/11/2020,08:46:00,Buy,0.4612,Communication Services,Entertainment,Tesla
GB00B63QSB39,GRG,3,100,,44.02,,,,,0.22,,,EOF366794461,,1460,08/11/2020,09:46:00,Buy,14.6,Consumer Defensive,Grocery Stores,JD Sports Fashion
GB00BD0NVK62,BOWL,35,100,,49.6,,,,,0.25,,,EOF366882694,,141,08/11/2020,10:23:00,Buy,1.41,Consumer Cyclical,Leisure,Greggs
GB00BN7CG237,AML,100,100,12.04,75,,,,,,,,EOF367192768,,75,08/11/2020,13:00:00,Sell,0.75,Consumer Cyclical,Auto Manufacturers,boohoo
US62914V1061,NIO,3,1.30935,2.19,33.22,,,,,,,,EOF367386851,,14.5,08/11/2020,13:34:00,Sell,11.07419712,Consumer Cyclical,Auto Manufacturers,JD Sports Fashion
US08862E1091,BYND,0.5,1.30927,,48,,,,,,,,EOF367387733,,125.69,08/11/2020,13:34:00,Buy,96.0000611,Consumer Defensive,Packaged Foods,JD Sports Fashion
US0970231058,BA,0.5,1.30985,,72.12,,,,,,,,EOF367456507,,188.93,08/11/2020,13:39:00,Buy,144.2378898,Industrials,Aerospace & Defense,Square
US83088V1026,WORK,2,1.30926,,42.48,,,,,,,,EOF367854669,,27.81,08/11/2020,14:45:00,Buy,21.24100637,Technology,Software—Application,Greggs
US62914V1061,NIO,3,1.30868,,30.49,,,,,,,,EOF367908727,,13.3,08/11/2020,14:58:00,Buy,10.16291225,Consumer Cyclical,Auto Manufacturers,Centamin
GB00BN7CG237,AML,99,100,8.95,71.28,,,,,,,,EOF368973652,,72,08/12/2020,07:14:00,Sell,0.72,Consumer Cyclical,Auto Manufacturers,Aston Martin
GB00B10RZP78,ULVR,3.40929183,100,4.13,153.38,,,,,,,,EOF369062652,,4499,08/12/2020,07:50:00,Sell,44.99,Consumer Defensive,Household & Personal Products,Fastly
JE00B5TT1872,CEY,24,100,,49.18,,,,,,,,EOF369304408,,204.9,08/12/2020,10:29:00,Buy,2.049,Basic Materials,Gold,Mastercard
GB0005603997,LGEN,66,100,7.06,156.42,,,,,,,,EOF369307522,,237,08/12/2020,10:32:00,Sell,2.37,Financial Services,Insurance—Life,Centamin
GB00B1KJJ408,WTB,0.59014825,100,0.04,15.15,,,,,,,,EOF369363474,,2567,08/12/2020,11:19:00,Sell,25.67,Consumer Cyclical,Restaurants,Cineworld Group
GB00B1KJJ408,WTB,3,100,0.71,77.52,,,,,,,,EOF369418019,,2584,08/12/2020,11:57:00,Sell,25.84,Consumer Cyclical,Restaurants,Greggs
US48138M1053,JMIA,5,1.30444,,46.88,,,,,,,,EOF369627622,,12.23,08/12/2020,13:31:00,Buy,9.375670786,Consumer Cyclical,Internet Retail,Hollywood Bowl Group
US88160R1014,TSLA,0.02903,1.30478,,32.25,,,,,,,,EOF369652134,,1449.5,08/12/2020,13:33:00,Buy,1110.91525,Consumer Cyclical,Auto Manufacturers,Aston Martin
US88160R1014,TSLA,0.20001,1.30233,,225.18,,,,,,,,EOF369852955,,1466.23,08/12/2020,14:03:00,Buy,1125.851359,Consumer Cyclical,Auto Manufacturers,NIO Inc
US88160R1014,TSLA,0.4,1.30297,,456.34,,,,,,,,EOF369987287,,1486.5,08/12/2020,14:28:00,Buy,1140.855123,Consumer Cyclical,Auto Manufacturers,Beyond Meat
US2473617023,DAL,2,1.30491,-0.79,44.45,,,,,,,,EOF370140950,,29,08/12/2020,15:04:00,Sell,22.22375489,Industrials,Airlines,Boeing
US0378331005,AAPL,0.65,1.30335,,225.58,,,,,,,,EOF370762660,,452.32,08/12/2020,18:35:00,Buy,347.0441554,Technology,Consumer Electronics,Slack
GB00BKDTK925,TRN,13,100,,48.73,,,,,0.24,,,EOF373611471,,373,14/08/2020,11:42:00,Buy,3.73,Consumer Cyclical,Travel Services,NIO Inc
US90353T1007,UBER,1,1.31213,,22.91,,,,,,,,EOF373962564,,30.06,14/08/2020,13:48:00,Buy,22.90931539,Technology,Software—Application,Aston Martin
US62914V1061,NIO,1,1.31045,,9.74,,,,,,,,EOF374101640,,12.76,14/08/2020,14:13:00,Buy,9.737113205,Consumer Cyclical,Auto Manufacturers,Unilever
US88160R1014,TSLA,0.00077738,1.30983,,1,,,,,,,,EOF375957619,,1684.88,17/08/2020,13:32:00,Buy,1286.334868,Consumer Cyclical,Auto Manufacturers,Centamin
NL0000235190,AIR,2,1.10357,2.98,129.83,,,,,,,,EOF376213354,,71.64,17/08/2020,13:57:00,Sell,64.91658889,Industrials,Aerospace & Defense,Legal & General Group
US62914V1061,NIO,5,1.31068,,52.91,,,,,,,,EOF377127864,,13.87,17/08/2020,17:38:00,Buy,10.58229316,Consumer Cyclical,Auto Manufacturers,Whitbread
US90353T1007,UBER,2,1.31068,,45.17,,,,,,,,EOF377137448,,29.6,17/08/2020,17:43:00,Buy,22.58369701,Technology,Software—Application,Whitbread
GB00BKDTK925,TRN,13,100,1.82,50.31,,,,,,,,EOF377923628,,387,18/08/2020,09:30:00,Sell,3.87,Consumer Cyclical,Travel Services,Jumia Technologies
US3647601083,GPS,4,1.32077,,45.34,,,,,,,,EOF378255640,,14.97,18/08/2020,13:30:00,Buy,11.33429742,Consumer Cyclical,Apparel Retail,Tesla
US25746U1097,D,1,1.32241,-0.48,58.98,,,,,,,,EOF378996680,,78,18/08/2020,15:18:00,Sell,58.98322003,Utilities,Utilities—Regulated Electric,Tesla
US25746U1097,D,1,1.32211,-0.47,59,,,,,,,,EOF378998581,,78,18/08/2020,15:18:00,Sell,58.99660391,Utilities,Utilities—Regulated Electric,Tesla
JE00B5TT1872,CEY,48,100,,99.31,,,,,,,,EOF380038118,,206.9,19/08/2020,09:07:00,Buy,2.069,Basic Materials,Gold,Delta Air Lines
US08862E1091,BYND,0.5,1.3216,,46.21,,,,,,,,EOF380621865,,122.13,19/08/2020,14:00:00,Buy,92.41071429,Consumer Defensive,Packaged Foods,Apple
US09354A1007,BLNK,8,1.30871,,48.78,,,,,,,,EOF382513976,,7.98,20/08/2020,13:31:00,Buy,6.097607568,Consumer Cyclical,Specialty Retail,Trainline
US88160R1014,TSLA,0.00078226,1.31391,0.27,1.15,,,,,,,,EOF382958217,,1926.33,20/08/2020,15:01:00,Sell,1466.104984,Consumer Cyclical,Auto Manufacturers,Apple
GB0002634946,BA.,10,100,2.22,52.7,,,,,,,,EOF384040290,,527,21/08/2020,08:54:00,Sell,5.27,Industrials,Aerospace & Defense,Uber Technologies
GB0002634946,BA.,8,100,1.81,42.19,,,,,,,,EOF384051465,,527.4,21/08/2020,09:02:00,Sell,5.274,Industrials,Aerospace & Defense,NIO Inc
GB00BRJ9BJ26,FEVR,5,100,,104.8,,,,,,,,EOF384071783,,2096,21/08/2020,09:18:00,Buy,20.96,Consumer Defensive,Beverages—Non-Alcoholic,Realty Income
JE00BG6L7297,BOO,40,100,13.02,120,,,,,,,,EOF384330364,,300,21/08/2020,12:21:00,Sell,3,Consumer Cyclical,Internet Retail,Tesla
US88160R1014,TSLA,0.6,1.30988,,945.71,,,,,,,,EOF384592788,,2064.63,21/08/2020,13:35:00,Buy,1576.19782,Consumer Cyclical,Auto Manufacturers,Airbus
US0378331005,AAPL,1,1.30911,,373.61,,,,,,,,EOF385427275,,489.1,21/08/2020,16:11:00,Buy,373.612607,Technology,Consumer Electronics,NIO Inc
GB00B1KJJ408,WTB,4,100,,97.12,,,,,0.48,,,EOF386473377,,2416,24/08/2020,08:01:00,Buy,24.16,Consumer Cyclical,Restaurants,Uber Technologies
JE00BG6L7297,BOO,10,100,,30.51,,,,,,,,EOF386497115,,305.1,24/08/2020,08:14:00,Buy,3.051,Consumer Cyclical,Internet Retail,Trainline
